state,district,period,biometric_update_count
Odisha,Nayagarh,2025-05,288
Odisha,Nayagarh,2025-06,371
Odisha,Nayagarh,2025-07,8
Odisha,Nayagarh,2025-08,442
Odisha,Nayagarh,2025-09,428
Odisha,Nayagarh,2025-10,393
Odisha,Nayagarh,2025-11,405
Odisha,Nayagarh,2025-12,275
Odisha,Nayagarh,NaT,1534
Odisha,Nuapada,2025-01,28704
Odisha,Nuapada,2025-02,467
Odisha,Nuapada,2025-03,461
Odisha,Nuapada,2025-04,575
Odisha,Nuapada,2025-05,348
Odisha,Nuapada,2025-06,333
Odisha,Nuapada,2025-07,60
Odisha,Nuapada,2025-08,445
Odisha,Nuapada,2025-09,321
Odisha,Nuapada,2025-10,319
Odisha,Nuapada,2025-11,337
Odisha,Nuapada,2025-12,333
Odisha,Nuapada,NaT,1605
Odisha,Puri,2025-01,42492
Odisha,Puri,2025-02,385
Odisha,Puri,2025-03,197
Odisha,Puri,2025-04,460
Odisha,Puri,2025-05,144
Odisha,Puri,2025-06,339
Odisha,Puri,2025-07,20
Odisha,Puri,2025-08,414
Odisha,Puri,2025-09,410
Odisha,Puri,2025-10,384
Odisha,Puri,2025-11,440
Odisha,Puri,2025-12,376
Odisha,Puri,NaT,2084
Odisha,Rayagada,2025-01,38386
Odisha,Rayagada,2025-02,356
Odisha,Rayagada,2025-03,285
Odisha,Rayagada,2025-04,336
Odisha,Rayagada,2025-05,125
Odisha,Rayagada,2025-06,234
Odisha,Rayagada,2025-07,7
Odisha,Rayagada,2025-08,377
Odisha,Rayagada,2025-09,317
Odisha,Rayagada,2025-10,282
Odisha,Rayagada,2025-11,286
Odisha,Rayagada,2025-12,269
Odisha,Rayagada,NaT,1638
Odisha,Sambalpur,2025-01,32130
Odisha,Sambalpur,2025-02,384
Odisha,Sambalpur,2025-03,242
Odisha,Sambalpur,2025-04,304
Odisha,Sambalpur,2025-05,123
Odisha,Sambalpur,2025-06,187
Odisha,Sambalpur,2025-07,9
Odisha,Sambalpur,2025-08,326
Odisha,Sambalpur,2025-09,299
Odisha,Sambalpur,2025-10,313
Odisha,Sambalpur,2025-11,279
Odisha,Sambalpur,2025-12,229
Odisha,Sambalpur,NaT,1235
Odisha,Sonapur,2025-01,16137
Odisha,Sonapur,2025-02,261
Odisha,Sonapur,2025-03,165
Odisha,Sonapur,2025-04,130
Odisha,Sonapur,2025-05,104
Odisha,Sonapur,2025-06,115
Odisha,Sonapur,2025-07,3
Odisha,Sonapur,2025-08,171
Odisha,Sonapur,2025-09,173
Odisha,Sonapur,2025-10,154
Odisha,Sonapur,2025-11,134
Odisha,Sonapur,2025-12,144
Odisha,Sonapur,NaT,610
Odisha,Subarnapur,2025-01,4451
Odisha,Subarnapur,2025-02,57
Odisha,Subarnapur,2025-03,41
Odisha,Subarnapur,2025-04,51
Odisha,Subarnapur,2025-05,30
Odisha,Subarnapur,2025-06,35
Odisha,Subarnapur,2025-08,35
Odisha,Subarnapur,2025-09,30
Odisha,Subarnapur,2025-10,52
Odisha,Subarnapur,2025-11,26
Odisha,Subarnapur,2025-12,28
Odisha,Subarnapur,NaT,166
Odisha,Sundargarh,2025-01,9274
Odisha,Sundargarh,2025-02,83
Odisha,Sundargarh,2025-03,99
Odisha,Sundargarh,2025-04,89
Odisha,Sundargarh,2025-05,29
Odisha,Sundargarh,2025-06,89
Odisha,Sundargarh,2025-08,136
Odisha,Sundargarh,2025-09,122
Odisha,Sundargarh,2025-10,74
Odisha,Sundargarh,2025-11,69
Odisha,Sundargarh,2025-12,86
Odisha,Sundargarh,NaT,393
Odisha,Sundergarh,2025-01,64355
Odisha,Sundergarh,2025-02,414
Odisha,Sundergarh,2025-03,443
Odisha,Sundergarh,2025-04,469
Odisha,Sundergarh,2025-05,174
Odisha,Sundergarh,2025-06,400
Odisha,Sundergarh,2025-07,3
Odisha,Sundergarh,2025-08,568
Odisha,Sundergarh,2025-09,531
Odisha,Sundergarh,2025-10,477
Odisha,Sundergarh,2025-11,429
Odisha,Sundergarh,2025-12,467
Odisha,Sundergarh,NaT,2116
Orissa,Angul,2025-01,1
Orissa,Angul,2025-09,1
Orissa,Anugul,2025-01,4
Orissa,Anugul,2025-02,3
Orissa,Anugul,2025-03,3
Orissa,Anugul,2025-04,7
Orissa,Anugul,2025-05,2
Orissa,Anugul,2025-06,2
Orissa,Anugul,2025-08,4
Orissa,Anugul,2025-09,1
Orissa,Anugul,2025-10,2
Orissa,Anugul,2025-11,1
Orissa,Anugul,2025-12,1
Orissa,Anugul,NaT,17
Orissa,Balangir,2025-01,7852
Orissa,Balangir,2025-02,85
Orissa,Balangir,2025-03,68
Orissa,Balangir,2025-04,80
Orissa,Balangir,2025-05,42
Orissa,Balangir,2025-06,50
Orissa,Balangir,2025-08,92
Orissa,Balangir,2025-09,86
Orissa,Balangir,2025-10,64
Orissa,Balangir,2025-11,63
Orissa,Balangir,2025-12,68
Orissa,Balangir,NaT,316
Orissa,Baleshwar,2025-01,1653
Orissa,Baleshwar,2025-02,33
Orissa,Baleshwar,2025-03,18
Orissa,Baleshwar,2025-04,27
Orissa,Baleshwar,2025-05,13
Orissa,Baleshwar,2025-06,29
Orissa,Baleshwar,2025-07,1
Orissa,Baleshwar,2025-08,39
Orissa,Baleshwar,2025-09,45
Orissa,Baleshwar,2025-10,23
Orissa,Baleshwar,2025-11,27
Orissa,Baleshwar,2025-12,26
Orissa,Baleshwar,NaT,171
Orissa,Baleswar,2025-12,1
Orissa,Baleswar,NaT,1
Orissa,Bargarh,2025-01,457
Orissa,Bargarh,2025-02,19
Orissa,Bargarh,2025-03,9
Orissa,Bargarh,2025-04,11
Orissa,Bargarh,2025-05,1
Orissa,Bargarh,2025-06,7
Orissa,Bargarh,2025-07,1
Orissa,Bargarh,2025-08,16
Orissa,Bargarh,2025-09,12
Orissa,Bargarh,2025-10,11
Orissa,Bargarh,2025-11,10
Orissa,Bargarh,2025-12,8
Orissa,Bargarh,NaT,55
Orissa,Baudh,NaT,1
Orissa,Bhadrak,2025-01,3219
Orissa,Bhadrak,2025-02,57
Orissa,Bhadrak,2025-03,26
Orissa,Bhadrak,2025-04,31
Orissa,Bhadrak,2025-05,12
Orissa,Bhadrak,2025-06,46
Orissa,Bhadrak,2025-08,48
Orissa,Bhadrak,2025-09,50
Orissa,Bhadrak,2025-10,49
Orissa,Bhadrak,2025-11,45
Orissa,Bhadrak,2025-12,33
Orissa,Bhadrak,NaT,196
Orissa,Cuttack,2025-01,3558
Orissa,Cuttack,2025-02,50
Orissa,Cuttack,2025-03,35
Orissa,Cuttack,2025-04,71
Orissa,Cuttack,2025-05,10
Orissa,Cuttack,2025-06,57
Orissa,Cuttack,2025-07,1
Orissa,Cuttack,2025-08,57
Orissa,Cuttack,2025-09,52
Orissa,Cuttack,2025-10,38
Orissa,Cuttack,2025-11,66
Orissa,Cuttack,2025-12,57
Orissa,Cuttack,NaT,284
Orissa,Dhenkanal,2025-01,848
Orissa,Dhenkanal,2025-02,3
Orissa,Dhenkanal,2025-03,17
Orissa,Dhenkanal,2025-04,4
Orissa,Dhenkanal,2025-05,2
Orissa,Dhenkanal,2025-06,14
Orissa,Dhenkanal,2025-08,17
Orissa,Dhenkanal,2025-09,14
Orissa,Dhenkanal,2025-10,15
Orissa,Dhenkanal,2025-11,24
Orissa,Dhenkanal,2025-12,9
Orissa,Dhenkanal,NaT,72
Orissa,Gajapati,2025-01,1
Orissa,Gajapati,2025-02,5
Orissa,Gajapati,2025-03,2
Orissa,Gajapati,2025-04,2
Orissa,Gajapati,2025-06,2
Orissa,Gajapati,2025-10,2
Orissa,Gajapati,2025-11,1
Orissa,Gajapati,2025-12,1
Orissa,Gajapati,NaT,4
Orissa,Ganjam,2025-01,3836
Orissa,Ganjam,2025-02,47
Orissa,Ganjam,2025-03,21
Orissa,Ganjam,2025-04,53
Orissa,Ganjam,2025-05,13
Orissa,Ganjam,2025-06,38
Orissa,Ganjam,2025-07,1
Orissa,Ganjam,2025-08,39
Orissa,Ganjam,2025-09,47
Orissa,Ganjam,2025-10,44
Orissa,Ganjam,2025-11,49
Orissa,Ganjam,2025-12,33
Orissa,Ganjam,NaT,208
Orissa,Jagatsinghapur,2025-01,5
Orissa,Jagatsinghapur,2025-02,2
Orissa,Jagatsinghapur,2025-03,2
Orissa,Jagatsinghapur,2025-04,2
Orissa,Jagatsinghapur,2025-06,5
Orissa,Jagatsinghapur,2025-07,1
Orissa,Jagatsinghapur,2025-08,3
Orissa,Jagatsinghapur,2025-09,2
Orissa,Jagatsinghapur,2025-10,4
Orissa,Jagatsinghapur,2025-11,1
Orissa,Jagatsinghapur,2025-12,3
Orissa,Jagatsinghapur,NaT,25
Orissa,Jajapur,2025-01,329
Orissa,Jajapur,2025-02,5
Orissa,Jajapur,2025-03,3
Orissa,Jajapur,2025-04,10
Orissa,Jajapur,2025-05,6
Orissa,Jajapur,2025-06,4
Orissa,Jajapur,2025-08,5
Orissa,Jajapur,2025-09,3
Orissa,Jajapur,2025-10,6
Orissa,Jajapur,2025-11,11
Orissa,Jajapur,2025-12,7
Orissa,Jajapur,NaT,40
Orissa,Jharsuguda,2025-04,1
Orissa,Jharsuguda,2025-06,2
Orissa,Jharsuguda,2025-08,2
Orissa,Jharsuguda,2025-09,1
Orissa,Jharsuguda,2025-10,1
Orissa,Jharsuguda,2025-11,2
Orissa,Jharsuguda,2025-12,4
Orissa,Jharsuguda,NaT,2
Orissa,Kalahandi,2025-01,1
Orissa,Kalahandi,NaT,2
Orissa,Kandhamal,2025-01,9
Orissa,Kandhamal,2025-02,3
Orissa,Kandhamal,2025-03,6
Orissa,Kandhamal,2025-04,2
Orissa,Kandhamal,2025-06,2
Orissa,Kandhamal,2025-08,5
Orissa,Kandhamal,2025-09,9
Orissa,Kandhamal,2025-10,3
Orissa,Kandhamal,2025-11,3
Orissa,Kandhamal,2025-12,3
Orissa,Kandhamal,NaT,19
Orissa,Kendrapara,2025-01,4
Orissa,Kendrapara,2025-02,6
Orissa,Kendrapara,2025-03,1
Orissa,Kendrapara,2025-04,4
Orissa,Kendrapara,2025-05,4
Orissa,Kendrapara,2025-06,2
Orissa,Kendrapara,2025-08,2
Orissa,Kendrapara,2025-09,9
Orissa,Kendrapara,2025-10,3
Orissa,Kendrapara,2025-11,1
Orissa,Kendrapara,2025-12,7
Orissa,Kendrapara,NaT,18
Orissa,Kendujhar,2025-01,69
Orissa,Kendujhar,2025-02,2
Orissa,Kendujhar,2025-04,2
Orissa,Kendujhar,2025-05,1
Orissa,Kendujhar,2025-06,1
Orissa,Kendujhar,2025-08,1
Orissa,Kendujhar,2025-09,4
Orissa,Kendujhar,2025-10,2
Orissa,Kendujhar,2025-11,5
Orissa,Kendujhar,2025-12,5
Orissa,Kendujhar,NaT,16
Orissa,Khordha,2025-01,7495
Orissa,Khordha,2025-02,75
Orissa,Khordha,2025-03,77
Orissa,Khordha,2025-04,76
Orissa,Khordha,2025-05,39
Orissa,Khordha,2025-06,68
Orissa,Khordha,2025-07,18
Orissa,Khordha,2025-08,92
Orissa,Khordha,2025-09,118
Orissa,Khordha,2025-10,110
Orissa,Khordha,2025-11,109
Orissa,Khordha,2025-12,101
Orissa,Khordha,NaT,568
Orissa,Koraput,2025-01,555
Orissa,Koraput,2025-02,23
Orissa,Koraput,2025-03,16
Orissa,Koraput,2025-04,20
Orissa,Koraput,2025-05,8
Orissa,Koraput,2025-06,15
Orissa,Koraput,2025-07,1
Orissa,Koraput,2025-08,18
Orissa,Koraput,2025-09,19
Orissa,Koraput,2025-10,14
Orissa,Koraput,2025-11,16
Orissa,Koraput,2025-12,6
Orissa,Koraput,NaT,89
Orissa,Malkangiri,2025-01,44
Orissa,Malkangiri,2025-02,4
Orissa,Malkangiri,2025-03,2
Orissa,Malkangiri,2025-04,2
Orissa,Malkangiri,2025-05,2
Orissa,Malkangiri,2025-06,1
Orissa,Malkangiri,2025-08,1
Orissa,Malkangiri,2025-09,5
Orissa,Malkangiri,2025-10,3
Orissa,Malkangiri,2025-11,2
Orissa,Malkangiri,2025-12,1
Orissa,Malkangiri,NaT,28
Orissa,Mayurbhanj,2025-01,3
Orissa,Mayurbhanj,2025-02,1
Orissa,Mayurbhanj,2025-04,2
Orissa,Mayurbhanj,2025-05,1
Orissa,Mayurbhanj,2025-06,2
Orissa,Mayurbhanj,2025-09,3
Orissa,Mayurbhanj,2025-12,2
Orissa,Mayurbhanj,NaT,5
Orissa,Nabarangapur,NaT,2
Orissa,Nayagarh,2025-01,260
Orissa,Nayagarh,2025-02,20
Orissa,Nayagarh,2025-03,17
Orissa,Nayagarh,2025-04,39
Orissa,Nayagarh,2025-05,15
Orissa,Nayagarh,2025-06,7
Orissa,Nayagarh,2025-08,28
Orissa,Nayagarh,2025-09,17
Orissa,Nayagarh,2025-10,25
Orissa,Nayagarh,2025-11,15
Orissa,Nayagarh,2025-12,18
Orissa,Nayagarh,NaT,89
Orissa,Nuapada,2025-05,1
Orissa,Puri,2025-01,1748
Orissa,Puri,2025-02,24
Orissa,Puri,2025-03,15
Orissa,Puri,2025-04,36
Orissa,Puri,2025-05,8
Orissa,Puri,2025-06,27
Orissa,Puri,2025-07,1
Orissa,Puri,2025-08,31
Orissa,Puri,2025-09,32
Orissa,Puri,2025-10,30
Orissa,Puri,2025-11,23
Orissa,Puri,2025-12,32
Orissa,Puri,NaT,136
Orissa,Rayagada,2025-01,821
Orissa,Rayagada,2025-02,8
Orissa,Rayagada,2025-03,7
Orissa,Rayagada,2025-04,26
Orissa,Rayagada,2025-05,10
Orissa,Rayagada,2025-06,6
Orissa,Rayagada,2025-07,2
Orissa,Rayagada,2025-08,9
Orissa,Rayagada,2025-09,10
Orissa,Rayagada,2025-10,6
Orissa,Rayagada,2025-11,24
Orissa,Rayagada,2025-12,9
Orissa,Rayagada,NaT,53
Orissa,Sambalpur,2025-01,4
Orissa,Sambalpur,2025-03,2
Orissa,Sambalpur,2025-04,1
Orissa,Sambalpur,2025-06,1
Orissa,Sambalpur,2025-08,3
Orissa,Sambalpur,2025-09,2
Orissa,Sambalpur,2025-10,3
Orissa,Sambalpur,2025-11,3
Orissa,Sambalpur,2025-12,7
Orissa,Sambalpur,NaT,9
Orissa,Sonapur,2025-03,2
Orissa,Sonapur,2025-05,1
Orissa,Sonapur,2025-08,3
Orissa,Sonapur,2025-09,1
Orissa,Sonapur,2025-12,1
Orissa,Sonapur,NaT,9
Orissa,Subarnapur,2025-02,1
Orissa,Subarnapur,2025-03,1
Orissa,Subarnapur,2025-06,2
Orissa,Subarnapur,2025-08,1
Orissa,Subarnapur,2025-09,1
Orissa,Subarnapur,2025-10,1
Orissa,Subarnapur,NaT,5
Orissa,Sundargarh,2025-01,347
Orissa,Sundargarh,2025-02,14
Orissa,Sundargarh,2025-03,18
Orissa,Sundargarh,2025-04,22
Orissa,Sundargarh,2025-05,4
Orissa,Sundargarh,2025-06,7
Orissa,Sundargarh,2025-08,15
Orissa,Sundargarh,2025-09,15
Orissa,Sundargarh,2025-10,9
Orissa,Sundargarh,2025-11,12
Orissa,Sundargarh,2025-12,11
Orissa,Sundargarh,NaT,68
Orissa,Sundergarh,2025-02,1
Pondicherry,Cuddalore,2025-04,2
Pondicherry,Karaikal,2025-01,233
Pondicherry,Karaikal,2025-02,45
Pondicherry,Karaikal,2025-03,50
Pondicherry,Karaikal,2025-04,45
Pondicherry,Karaikal,2025-05,6
Pondicherry,Karaikal,2025-06,37
Pondicherry,Karaikal,2025-08,53
Pondicherry,Karaikal,2025-09,56
Pondicherry,Karaikal,2025-10,54
Pondicherry,Karaikal,2025-11,47
Pondicherry,Karaikal,2025-12,64
Pondicherry,Karaikal,NaT,309
Pondicherry,Pondicherry,2025-01,11951
Pondicherry,Pondicherry,2025-02,259
Pondicherry,Pondicherry,2025-03,222
Pondicherry,Pondicherry,2025-04,338
Pondicherry,Pondicherry,2025-05,114
Pondicherry,Pondicherry,2025-06,124
Pondicherry,Pondicherry,2025-07,7
Pondicherry,Pondicherry,2025-08,316
Pondicherry,Pondicherry,2025-09,291
Pondicherry,Pondicherry,2025-10,244
Pondicherry,Pondicherry,2025-11,207
Pondicherry,Pondicherry,2025-12,259
Pondicherry,Pondicherry,NaT,1517
Pondicherry,Viluppuram,2025-03,1
Pondicherry,Viluppuram,NaT,1
Pondicherry,Yanam,2025-01,5
Pondicherry,Yanam,2025-02,4
Pondicherry,Yanam,2025-04,3
Pondicherry,Yanam,2025-05,3
Pondicherry,Yanam,2025-06,4
Pondicherry,Yanam,2025-08,16
Pondicherry,Yanam,2025-09,7
Pondicherry,Yanam,2025-10,2
Pondicherry,Yanam,2025-11,1
Pondicherry,Yanam,2025-12,2
Pondicherry,Yanam,NaT,6
Puducherry,Karaikal,2025-01,7002
Puducherry,Karaikal,2025-02,109
Puducherry,Karaikal,2025-03,129
Puducherry,Karaikal,2025-04,118
Puducherry,Karaikal,2025-05,29
Puducherry,Karaikal,2025-06,158
Puducherry,Karaikal,2025-07,1
Puducherry,Karaikal,2025-08,276
Puducherry,Karaikal,2025-09,159
Puducherry,Karaikal,2025-10,162
Puducherry,Karaikal,2025-11,200
Puducherry,Karaikal,2025-12,169
Puducherry,Karaikal,NaT,800
Puducherry,Pondicherry,2025-01,2
Puducherry,Pondicherry,2025-04,2
Puducherry,Pondicherry,2025-05,1
Puducherry,Pondicherry,2025-08,4
Puducherry,Pondicherry,2025-09,2
Puducherry,Pondicherry,NaT,7
Puducherry,Puducherry,2025-01,14277
Puducherry,Puducherry,2025-02,270
Puducherry,Puducherry,2025-03,261
Puducherry,Puducherry,2025-04,283
Puducherry,Puducherry,2025-05,229
Puducherry,Puducherry,2025-06,225
Puducherry,Puducherry,2025-07,8
Puducherry,Puducherry,2025-08,354
Puducherry,Puducherry,2025-09,292
Puducherry,Puducherry,2025-10,247
Puducherry,Puducherry,2025-11,239
Puducherry,Puducherry,2025-12,274
Puducherry,Puducherry,NaT,1734
Puducherry,Yanam,2025-01,6
Puducherry,Yanam,2025-02,4
Puducherry,Yanam,2025-03,1
Puducherry,Yanam,2025-04,3
Puducherry,Yanam,2025-05,1
Puducherry,Yanam,2025-07,1
Puducherry,Yanam,2025-08,4
Puducherry,Yanam,2025-09,6
Puducherry,Yanam,2025-10,3
Puducherry,Yanam,2025-11,3
Puducherry,Yanam,2025-12,2
Puducherry,Yanam,NaT,18
Punjab,Amritsar,2025-01,107379
Punjab,Amritsar,2025-02,605
Punjab,Amritsar,2025-03,439
Punjab,Amritsar,2025-04,677
Punjab,Amritsar,2025-05,693
Punjab,Amritsar,2025-06,398
Punjab,Amritsar,2025-07,42
Punjab,Amritsar,2025-08,931
Punjab,Amritsar,2025-09,646
Punjab,Amritsar,2025-10,752
Punjab,Amritsar,2025-11,756
Punjab,Amritsar,2025-12,640
Punjab,Amritsar,NaT,4677
Punjab,Barnala,2025-01,22324
Punjab,Barnala,2025-02,21
Punjab,Barnala,2025-03,134
Punjab,Barnala,2025-04,56
Punjab,Barnala,2025-05,153
Punjab,Barnala,2025-06,56
Punjab,Barnala,2025-07,2
Punjab,Barnala,2025-08,163
Punjab,Barnala,2025-09,152
Punjab,Barnala,2025-10,144
Punjab,Barnala,2025-11,166
Punjab,Barnala,2025-12,167
Punjab,Barnala,NaT,916
Punjab,Bathinda,2025-01,61084
Punjab,Bathinda,2025-02,283
Punjab,Bathinda,2025-03,507
Punjab,Bathinda,2025-04,385
Punjab,Bathinda,2025-05,405
Punjab,Bathinda,2025-06,281
Punjab,Bathinda,2025-07,13
Punjab,Bathinda,2025-08,560
Punjab,Bathinda,2025-09,380
Punjab,Bathinda,2025-10,372
Punjab,Bathinda,2025-11,464
Punjab,Bathinda,2025-12,545
Punjab,Bathinda,NaT,3605
Punjab,Faridkot,2025-01,25652
Punjab,Faridkot,2025-02,165
Punjab,Faridkot,2025-03,176
Punjab,Faridkot,2025-04,276
Punjab,Faridkot,2025-05,163
Punjab,Faridkot,2025-06,100
Punjab,Faridkot,2025-07,4
Punjab,Faridkot,2025-08,214
Punjab,Faridkot,2025-09,182
Punjab,Faridkot,2025-10,184
Punjab,Faridkot,2025-11,181
Punjab,Faridkot,2025-12,163
Punjab,Faridkot,NaT,896
Punjab,Fatehgarh Sahib,2025-01,23023
Punjab,Fatehgarh Sahib,2025-02,93
Punjab,Fatehgarh Sahib,2025-03,190
Punjab,Fatehgarh Sahib,2025-04,154
Punjab,Fatehgarh Sahib,2025-05,144
Punjab,Fatehgarh Sahib,2025-06,96
Punjab,Fatehgarh Sahib,2025-07,2
Punjab,Fatehgarh Sahib,2025-08,179
Punjab,Fatehgarh Sahib,2025-09,156
Punjab,Fatehgarh Sahib,2025-10,184
Punjab,Fatehgarh Sahib,2025-11,223
Punjab,Fatehgarh Sahib,2025-12,223
Punjab,Fatehgarh Sahib,NaT,1088
Punjab,Fazilka,2025-01,40775
Punjab,Fazilka,2025-02,341
Punjab,Fazilka,2025-03,397
Punjab,Fazilka,2025-04,333
Punjab,Fazilka,2025-05,314
Punjab,Fazilka,2025-06,235
Punjab,Fazilka,2025-07,13
Punjab,Fazilka,2025-08,458
Punjab,Fazilka,2025-09,304
Punjab,Fazilka,2025-10,304
Punjab,Fazilka,2025-11,275
Punjab,Fazilka,2025-12,308
Punjab,Fazilka,NaT,1720
Punjab,Ferozepur,2025-01,37275
Punjab,Ferozepur,2025-02,224
Punjab,Ferozepur,2025-03,267
Punjab,Ferozepur,2025-04,313
Punjab,Ferozepur,2025-05,261
Punjab,Ferozepur,2025-06,266
Punjab,Ferozepur,2025-07,1
Punjab,Ferozepur,2025-08,323
Punjab,Ferozepur,2025-09,248
Punjab,Ferozepur,2025-10,219
Punjab,Ferozepur,2025-11,254
Punjab,Ferozepur,2025-12,259
Punjab,Ferozepur,NaT,1553
Punjab,Firozpur,2025-01,6899
Punjab,Firozpur,2025-02,32
Punjab,Firozpur,2025-03,67
Punjab,Firozpur,2025-04,50
Punjab,Firozpur,2025-05,60
Punjab,Firozpur,2025-06,58
Punjab,Firozpur,2025-08,144
Punjab,Firozpur,2025-09,87
Punjab,Firozpur,2025-10,84
Punjab,Firozpur,2025-11,85
Punjab,Firozpur,2025-12,77
Punjab,Firozpur,NaT,455
Punjab,Gurdaspur,2025-01,84366
Punjab,Gurdaspur,2025-02,233
Punjab,Gurdaspur,2025-03,281
Punjab,Gurdaspur,2025-04,575
Punjab,Gurdaspur,2025-05,601
Punjab,Gurdaspur,2025-06,600
Punjab,Gurdaspur,2025-07,6
Punjab,Gurdaspur,2025-08,765
Punjab,Gurdaspur,2025-09,641
Punjab,Gurdaspur,2025-10,610
Punjab,Gurdaspur,2025-11,605
Punjab,Gurdaspur,2025-12,685
Punjab,Gurdaspur,NaT,4045
Punjab,Hoshiarpur,2025-01,63981
Punjab,Hoshiarpur,2025-02,230
Punjab,Hoshiarpur,2025-03,369
Punjab,Hoshiarpur,2025-04,391
Punjab,Hoshiarpur,2025-05,503
Punjab,Hoshiarpur,2025-06,265
Punjab,Hoshiarpur,2025-07,18
Punjab,Hoshiarpur,2025-08,671
Punjab,Hoshiarpur,2025-09,449
Punjab,Hoshiarpur,2025-10,508
Punjab,Hoshiarpur,2025-11,476
Punjab,Hoshiarpur,2025-12,450
Punjab,Hoshiarpur,NaT,2628
Punjab,Jalandhar,2025-01,96160
Punjab,Jalandhar,2025-02,145
Punjab,Jalandhar,2025-03,361
Punjab,Jalandhar,2025-04,367
Punjab,Jalandhar,2025-05,557
Punjab,Jalandhar,2025-06,450
Punjab,Jalandhar,2025-07,9
Punjab,Jalandhar,2025-08,771
Punjab,Jalandhar,2025-09,650
Punjab,Jalandhar,2025-10,491
Punjab,Jalandhar,2025-11,708
Punjab,Jalandhar,2025-12,704
Punjab,Jalandhar,NaT,3890
Punjab,Kapurthala,2025-01,37550
Punjab,Kapurthala,2025-02,85
Punjab,Kapurthala,2025-03,118
Punjab,Kapurthala,2025-04,167
Punjab,Kapurthala,2025-05,197
Punjab,Kapurthala,2025-06,129
Punjab,Kapurthala,2025-07,5
Punjab,Kapurthala,2025-08,311
Punjab,Kapurthala,2025-09,205
Punjab,Kapurthala,2025-10,123
Punjab,Kapurthala,2025-11,248
Punjab,Kapurthala,2025-12,231
Punjab,Kapurthala,NaT,1201
Punjab,Ludhiana,2025-01,130178
Punjab,Ludhiana,2025-02,443
Punjab,Ludhiana,2025-03,723
Punjab,Ludhiana,2025-04,398
Punjab,Ludhiana,2025-05,680
Punjab,Ludhiana,2025-06,342
Punjab,Ludhiana,2025-07,49
Punjab,Ludhiana,2025-08,980
Punjab,Ludhiana,2025-09,860
Punjab,Ludhiana,2025-10,641
Punjab,Ludhiana,2025-11,921
Punjab,Ludhiana,2025-12,979
Punjab,Ludhiana,NaT,5831
Punjab,Malerkotla,2025-01,9349
Punjab,Malerkotla,2025-02,65
Punjab,Malerkotla,2025-03,66
Punjab,Malerkotla,2025-04,43
Punjab,Malerkotla,2025-05,58
Punjab,Malerkotla,2025-06,38
Punjab,Malerkotla,2025-07,4
Punjab,Malerkotla,2025-08,98
Punjab,Malerkotla,2025-09,88
Punjab,Malerkotla,2025-10,78
Punjab,Malerkotla,2025-11,69
Punjab,Malerkotla,2025-12,82
Punjab,Malerkotla,NaT,419
Punjab,Mansa,2025-01,39721
Punjab,Mansa,2025-02,103
Punjab,Mansa,2025-03,315
Punjab,Mansa,2025-04,58
Punjab,Mansa,2025-05,288
Punjab,Mansa,2025-06,146
Punjab,Mansa,2025-08,343
Punjab,Mansa,2025-09,237
Punjab,Mansa,2025-10,212
Punjab,Mansa,2025-11,318
Punjab,Mansa,2025-12,302
Punjab,Mansa,NaT,1764
Punjab,Moga,2025-01,41567
Punjab,Moga,2025-02,158
Punjab,Moga,2025-03,282
Punjab,Moga,2025-04,334
Punjab,Moga,2025-05,290
Punjab,Moga,2025-06,266
Punjab,Moga,2025-07,1
Punjab,Moga,2025-08,368
Punjab,Moga,2025-09,293
Punjab,Moga,2025-10,236
Punjab,Moga,2025-11,309
Punjab,Moga,2025-12,245
Punjab,Moga,NaT,1594
Punjab,Muktsar,2025-01,5395
Punjab,Muktsar,2025-02,25
Punjab,Muktsar,2025-03,53
Punjab,Muktsar,2025-04,34
Punjab,Muktsar,2025-05,57
Punjab,Muktsar,2025-06,29
Punjab,Muktsar,2025-07,2
Punjab,Muktsar,2025-08,50
Punjab,Muktsar,2025-09,49
Punjab,Muktsar,2025-10,55
Punjab,Muktsar,2025-11,52
Punjab,Muktsar,2025-12,51
Punjab,Muktsar,NaT,318
Punjab,Nawanshahr,2025-01,157
Punjab,Nawanshahr,2025-02,38
Punjab,Nawanshahr,2025-03,47
Punjab,Nawanshahr,2025-04,29
Punjab,Nawanshahr,2025-05,53
Punjab,Nawanshahr,2025-06,19
Punjab,Nawanshahr,2025-08,79
Punjab,Nawanshahr,2025-09,61
Punjab,Nawanshahr,2025-10,50
Punjab,Nawanshahr,2025-11,45
Punjab,Nawanshahr,2025-12,79
Punjab,Nawanshahr,NaT,347
Punjab,Pathankot,2025-01,17018
Punjab,Pathankot,2025-02,58
Punjab,Pathankot,2025-03,118
Punjab,Pathankot,2025-04,62
Punjab,Pathankot,2025-05,174
Punjab,Pathankot,2025-06,142
Punjab,Pathankot,2025-07,2
Punjab,Pathankot,2025-08,195
Punjab,Pathankot,2025-09,123
Punjab,Pathankot,2025-10,77
Punjab,Pathankot,2025-11,142
Punjab,Pathankot,2025-12,134
Punjab,Pathankot,NaT,899
Punjab,Patiala,2025-01,83061
Punjab,Patiala,2025-02,346
Punjab,Patiala,2025-03,480
Punjab,Patiala,2025-04,403
Punjab,Patiala,2025-05,538
Punjab,Patiala,2025-06,326
Punjab,Patiala,2025-07,13
Punjab,Patiala,2025-08,796
Punjab,Patiala,2025-09,530
