state,district,period,demographic_update_count
Maharashtra,Ahmadnagar,2025-11,1688
Maharashtra,Ahmadnagar,2025-12,1061
Maharashtra,Ahmadnagar,NaT,26373
Maharashtra,Ahmed Nagar,2025-01,56
Maharashtra,Ahmed Nagar,2025-02,14
Maharashtra,Ahmed Nagar,2025-03,11
Maharashtra,Ahmed Nagar,2025-04,37
Maharashtra,Ahmed Nagar,2025-05,33
Maharashtra,Ahmed Nagar,2025-06,41
Maharashtra,Ahmed Nagar,2025-07,74
Maharashtra,Ahmed Nagar,2025-08,56
Maharashtra,Ahmed Nagar,2025-09,2
Maharashtra,Ahmed Nagar,2025-10,30
Maharashtra,Ahmed Nagar,2025-11,14
Maharashtra,Ahmed Nagar,2025-12,34
Maharashtra,Ahmed Nagar,NaT,770
Maharashtra,Akola,2025-01,3069
Maharashtra,Akola,2025-02,121
Maharashtra,Akola,2025-03,253
Maharashtra,Akola,2025-04,653
Maharashtra,Akola,2025-05,31
Maharashtra,Akola,2025-06,282
Maharashtra,Akola,2025-07,234
Maharashtra,Akola,2025-08,251
Maharashtra,Akola,2025-09,54
Maharashtra,Akola,2025-10,309
Maharashtra,Akola,2025-11,606
Maharashtra,Akola,2025-12,276
Maharashtra,Akola,NaT,6714
Maharashtra,Amravati,2025-01,6208
Maharashtra,Amravati,2025-02,371
Maharashtra,Amravati,2025-03,380
Maharashtra,Amravati,2025-04,726
Maharashtra,Amravati,2025-05,415
Maharashtra,Amravati,2025-06,522
Maharashtra,Amravati,2025-07,723
Maharashtra,Amravati,2025-08,594
Maharashtra,Amravati,2025-09,158
Maharashtra,Amravati,2025-10,493
Maharashtra,Amravati,2025-11,1021
Maharashtra,Amravati,2025-12,587
Maharashtra,Amravati,NaT,12161
Maharashtra,Aurangabad,2025-01,12043
Maharashtra,Aurangabad,2025-02,243
Maharashtra,Aurangabad,2025-03,929
Maharashtra,Aurangabad,2025-04,1166
Maharashtra,Aurangabad,2025-05,547
Maharashtra,Aurangabad,2025-06,867
Maharashtra,Aurangabad,2025-07,2339
Maharashtra,Aurangabad,2025-08,952
Maharashtra,Aurangabad,2025-09,279
Maharashtra,Aurangabad,2025-10,1071
Maharashtra,Aurangabad,2025-11,1521
Maharashtra,Aurangabad,2025-12,869
Maharashtra,Aurangabad,NaT,17154
Maharashtra,Beed,2025-01,17363
Maharashtra,Beed,2025-02,303
Maharashtra,Beed,2025-03,828
Maharashtra,Beed,2025-04,2154
Maharashtra,Beed,2025-05,600
Maharashtra,Beed,2025-06,326
Maharashtra,Beed,2025-07,1295
Maharashtra,Beed,2025-08,899
Maharashtra,Beed,2025-09,332
Maharashtra,Beed,2025-10,1287
Maharashtra,Beed,2025-11,783
Maharashtra,Beed,2025-12,808
Maharashtra,Beed,NaT,15738
Maharashtra,Bhandara,2025-01,1648
Maharashtra,Bhandara,2025-02,133
Maharashtra,Bhandara,2025-03,166
Maharashtra,Bhandara,2025-04,441
Maharashtra,Bhandara,2025-05,253
Maharashtra,Bhandara,2025-06,266
Maharashtra,Bhandara,2025-07,102
Maharashtra,Bhandara,2025-08,245
Maharashtra,Bhandara,2025-09,100
Maharashtra,Bhandara,2025-10,229
Maharashtra,Bhandara,2025-11,238
Maharashtra,Bhandara,2025-12,226
Maharashtra,Bhandara,NaT,4325
Maharashtra,Bid,2025-01,51
Maharashtra,Bid,2025-02,22
Maharashtra,Bid,2025-03,58
Maharashtra,Bid,2025-04,103
Maharashtra,Bid,2025-05,57
Maharashtra,Bid,2025-06,30
Maharashtra,Bid,2025-07,198
Maharashtra,Bid,2025-08,104
Maharashtra,Bid,2025-09,9
Maharashtra,Bid,2025-10,178
Maharashtra,Bid,2025-11,81
Maharashtra,Bid,2025-12,33
Maharashtra,Bid,NaT,1682
Maharashtra,Buldana,2025-01,127
Maharashtra,Buldana,2025-02,61
Maharashtra,Buldana,2025-03,52
Maharashtra,Buldana,2025-04,149
Maharashtra,Buldana,2025-05,275
Maharashtra,Buldana,2025-06,111
Maharashtra,Buldana,2025-07,348
Maharashtra,Buldana,2025-08,87
Maharashtra,Buldana,2025-09,47
Maharashtra,Buldana,2025-10,230
Maharashtra,Buldana,2025-11,204
Maharashtra,Buldana,2025-12,152
Maharashtra,Buldana,NaT,3618
Maharashtra,Buldhana,2025-01,6726
Maharashtra,Buldhana,2025-02,194
Maharashtra,Buldhana,2025-03,392
Maharashtra,Buldhana,2025-04,1562
Maharashtra,Buldhana,2025-05,468
Maharashtra,Buldhana,2025-06,689
Maharashtra,Buldhana,2025-07,1466
Maharashtra,Buldhana,2025-08,671
Maharashtra,Buldhana,2025-09,229
Maharashtra,Buldhana,2025-10,1437
Maharashtra,Buldhana,2025-11,655
Maharashtra,Buldhana,2025-12,383
Maharashtra,Buldhana,NaT,11423
Maharashtra,Chandrapur,2025-01,9837
Maharashtra,Chandrapur,2025-02,125
Maharashtra,Chandrapur,2025-03,337
Maharashtra,Chandrapur,2025-04,814
Maharashtra,Chandrapur,2025-05,399
Maharashtra,Chandrapur,2025-06,631
Maharashtra,Chandrapur,2025-07,1698
Maharashtra,Chandrapur,2025-08,375
Maharashtra,Chandrapur,2025-09,241
Maharashtra,Chandrapur,2025-10,613
Maharashtra,Chandrapur,2025-11,1003
Maharashtra,Chandrapur,2025-12,603
Maharashtra,Chandrapur,NaT,14076
Maharashtra,Chatrapati Sambhaji Nagar,2025-01,2354
Maharashtra,Chatrapati Sambhaji Nagar,2025-02,31
Maharashtra,Chatrapati Sambhaji Nagar,2025-03,4
Maharashtra,Chatrapati Sambhaji Nagar,2025-04,42
Maharashtra,Chatrapati Sambhaji Nagar,2025-05,127
Maharashtra,Chatrapati Sambhaji Nagar,2025-07,72
Maharashtra,Chatrapati Sambhaji Nagar,2025-08,1
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,3
Maharashtra,Chatrapati Sambhaji Nagar,2025-12,6
Maharashtra,Chatrapati Sambhaji Nagar,NaT,345
Maharashtra,Chhatrapati Sambhajinagar,2025-01,799
Maharashtra,Chhatrapati Sambhajinagar,2025-02,57
Maharashtra,Chhatrapati Sambhajinagar,2025-03,124
Maharashtra,Chhatrapati Sambhajinagar,2025-04,117
Maharashtra,Chhatrapati Sambhajinagar,2025-05,98
Maharashtra,Chhatrapati Sambhajinagar,2025-06,36
Maharashtra,Chhatrapati Sambhajinagar,2025-07,84
Maharashtra,Chhatrapati Sambhajinagar,2025-08,203
Maharashtra,Chhatrapati Sambhajinagar,2025-09,67
Maharashtra,Chhatrapati Sambhajinagar,2025-10,82
Maharashtra,Chhatrapati Sambhajinagar,2025-11,95
Maharashtra,Chhatrapati Sambhajinagar,2025-12,200
Maharashtra,Chhatrapati Sambhajinagar,NaT,1666
Maharashtra,Dharashiv,2025-01,13
Maharashtra,Dharashiv,2025-02,18
Maharashtra,Dharashiv,2025-03,41
Maharashtra,Dharashiv,2025-04,35
Maharashtra,Dharashiv,2025-05,26
Maharashtra,Dharashiv,2025-06,20
Maharashtra,Dharashiv,2025-07,22
Maharashtra,Dharashiv,2025-08,52
Maharashtra,Dharashiv,2025-09,28
Maharashtra,Dharashiv,2025-10,11
Maharashtra,Dharashiv,2025-11,10
Maharashtra,Dharashiv,2025-12,64
Maharashtra,Dharashiv,NaT,387
Maharashtra,Dhule,2025-01,5109
Maharashtra,Dhule,2025-02,142
Maharashtra,Dhule,2025-03,450
Maharashtra,Dhule,2025-04,235
Maharashtra,Dhule,2025-05,398
Maharashtra,Dhule,2025-06,293
Maharashtra,Dhule,2025-07,559
Maharashtra,Dhule,2025-08,398
Maharashtra,Dhule,2025-09,221
Maharashtra,Dhule,2025-10,436
Maharashtra,Dhule,2025-11,773
Maharashtra,Dhule,2025-12,624
Maharashtra,Dhule,NaT,6790
Maharashtra,Dist : Thane,NaT,1
Maharashtra,Gadchiroli,2025-01,3774
Maharashtra,Gadchiroli,2025-02,116
Maharashtra,Gadchiroli,2025-03,352
Maharashtra,Gadchiroli,2025-04,470
Maharashtra,Gadchiroli,2025-05,280
Maharashtra,Gadchiroli,2025-06,337
Maharashtra,Gadchiroli,2025-07,383
Maharashtra,Gadchiroli,2025-08,294
Maharashtra,Gadchiroli,2025-09,107
Maharashtra,Gadchiroli,2025-10,253
Maharashtra,Gadchiroli,2025-11,226
Maharashtra,Gadchiroli,2025-12,326
Maharashtra,Gadchiroli,NaT,6924
Maharashtra,Gondia,2025-01,4
Maharashtra,Gondia,2025-02,3
Maharashtra,Gondia,2025-03,16
Maharashtra,Gondia,2025-04,9
Maharashtra,Gondia,2025-05,4
Maharashtra,Gondia,2025-06,10
Maharashtra,Gondia,2025-08,3
Maharashtra,Gondia,2025-09,4
Maharashtra,Gondia,2025-10,10
Maharashtra,Gondia,2025-11,13
Maharashtra,Gondia,2025-12,5
Maharashtra,Gondia,NaT,120
Maharashtra,Gondiya,2025-01,2844
Maharashtra,Gondiya,2025-02,114
Maharashtra,Gondiya,2025-03,606
Maharashtra,Gondiya,2025-04,521
Maharashtra,Gondiya,2025-05,43
Maharashtra,Gondiya,2025-06,297
Maharashtra,Gondiya,2025-07,329
Maharashtra,Gondiya,2025-08,289
Maharashtra,Gondiya,2025-09,81
Maharashtra,Gondiya,2025-10,309
Maharashtra,Gondiya,2025-11,309
Maharashtra,Gondiya,2025-12,205
Maharashtra,Gondiya,NaT,7856
Maharashtra,Gondiya *,2025-01,45
Maharashtra,Gondiya *,2025-02,8
Maharashtra,Gondiya *,2025-03,33
Maharashtra,Gondiya *,2025-04,17
Maharashtra,Gondiya *,2025-05,23
Maharashtra,Gondiya *,2025-06,2
Maharashtra,Gondiya *,2025-07,13
Maharashtra,Gondiya *,2025-08,6
Maharashtra,Gondiya *,2025-09,11
Maharashtra,Gondiya *,2025-10,8
Maharashtra,Gondiya *,2025-11,22
Maharashtra,Gondiya *,2025-12,15
Maharashtra,Gondiya *,NaT,351
Maharashtra,Hingoli,2025-01,333
Maharashtra,Hingoli,2025-02,62
Maharashtra,Hingoli,2025-03,938
Maharashtra,Hingoli,2025-04,869
Maharashtra,Hingoli,2025-05,627
Maharashtra,Hingoli,2025-06,106
Maharashtra,Hingoli,2025-07,420
Maharashtra,Hingoli,2025-08,570
Maharashtra,Hingoli,2025-09,231
Maharashtra,Hingoli,2025-10,591
Maharashtra,Hingoli,2025-11,1366
Maharashtra,Hingoli,2025-12,237
Maharashtra,Hingoli,NaT,7017
Maharashtra,Jalgaon,2025-01,9722
Maharashtra,Jalgaon,2025-02,342
Maharashtra,Jalgaon,2025-03,1194
Maharashtra,Jalgaon,2025-04,2377
Maharashtra,Jalgaon,2025-05,425
Maharashtra,Jalgaon,2025-06,1048
Maharashtra,Jalgaon,2025-07,1179
Maharashtra,Jalgaon,2025-08,922
Maharashtra,Jalgaon,2025-09,339
Maharashtra,Jalgaon,2025-10,945
Maharashtra,Jalgaon,2025-11,1042
Maharashtra,Jalgaon,2025-12,616
Maharashtra,Jalgaon,NaT,17831
Maharashtra,Jalna,2025-01,6140
Maharashtra,Jalna,2025-02,261
Maharashtra,Jalna,2025-03,565
Maharashtra,Jalna,2025-04,850
Maharashtra,Jalna,2025-05,524
Maharashtra,Jalna,2025-06,385
Maharashtra,Jalna,2025-07,243
Maharashtra,Jalna,2025-08,572
Maharashtra,Jalna,2025-09,182
Maharashtra,Jalna,2025-10,323
Maharashtra,Jalna,2025-11,1034
Maharashtra,Jalna,2025-12,757
Maharashtra,Jalna,NaT,8583
Maharashtra,Kolhapur,2025-01,7056
Maharashtra,Kolhapur,2025-02,235
Maharashtra,Kolhapur,2025-03,1290
Maharashtra,Kolhapur,2025-04,1019
Maharashtra,Kolhapur,2025-05,570
Maharashtra,Kolhapur,2025-06,1101
Maharashtra,Kolhapur,2025-07,725
Maharashtra,Kolhapur,2025-08,663
Maharashtra,Kolhapur,2025-09,345
Maharashtra,Kolhapur,2025-10,1125
Maharashtra,Kolhapur,2025-11,1242
Maharashtra,Kolhapur,2025-12,716
Maharashtra,Kolhapur,NaT,15560
Maharashtra,Latur,2025-01,10897
Maharashtra,Latur,2025-02,324
Maharashtra,Latur,2025-03,684
Maharashtra,Latur,2025-04,1465
Maharashtra,Latur,2025-05,444
Maharashtra,Latur,2025-06,357
Maharashtra,Latur,2025-07,277
Maharashtra,Latur,2025-08,555
Maharashtra,Latur,2025-09,327
Maharashtra,Latur,2025-10,839
Maharashtra,Latur,2025-11,682
Maharashtra,Latur,2025-12,624
Maharashtra,Latur,NaT,12622
Maharashtra,Mumbai,2025-01,9650
Maharashtra,Mumbai,2025-02,423
Maharashtra,Mumbai,2025-03,1644
Maharashtra,Mumbai,2025-04,1264
Maharashtra,Mumbai,2025-05,577
Maharashtra,Mumbai,2025-06,663
Maharashtra,Mumbai,2025-07,366
Maharashtra,Mumbai,2025-08,816
Maharashtra,Mumbai,2025-09,742
Maharashtra,Mumbai,2025-10,761
Maharashtra,Mumbai,2025-11,1353
Maharashtra,Mumbai,2025-12,983
Maharashtra,Mumbai,NaT,14072
Maharashtra,Mumbai City,2025-01,7128
Maharashtra,Mumbai City,2025-02,167
Maharashtra,Mumbai City,2025-03,603
Maharashtra,Mumbai City,2025-04,244
Maharashtra,Mumbai City,2025-05,475
Maharashtra,Mumbai City,2025-06,255
Maharashtra,Mumbai City,2025-07,108
Maharashtra,Mumbai City,2025-08,274
Maharashtra,Mumbai City,2025-09,143
Maharashtra,Mumbai City,2025-10,217
Maharashtra,Mumbai City,2025-11,467
Maharashtra,Mumbai City,2025-12,264
Maharashtra,Mumbai City,NaT,3779
Maharashtra,Mumbai Suburban,2025-01,38378
Maharashtra,Mumbai Suburban,2025-02,455
Maharashtra,Mumbai Suburban,2025-03,1606
Maharashtra,Mumbai Suburban,2025-04,983
Maharashtra,Mumbai Suburban,2025-05,999
Maharashtra,Mumbai Suburban,2025-06,832
Maharashtra,Mumbai Suburban,2025-07,352
Maharashtra,Mumbai Suburban,2025-08,1000
Maharashtra,Mumbai Suburban,2025-09,624
Maharashtra,Mumbai Suburban,2025-10,688
Maharashtra,Mumbai Suburban,2025-11,1315
Maharashtra,Mumbai Suburban,2025-12,1247
Maharashtra,Mumbai Suburban,NaT,12296
Maharashtra,Mumbai( Sub Urban ),2025-01,13
Maharashtra,Mumbai( Sub Urban ),2025-02,10
Maharashtra,Mumbai( Sub Urban ),2025-03,45
Maharashtra,Mumbai( Sub Urban ),2025-04,28
Maharashtra,Mumbai( Sub Urban ),2025-05,20
Maharashtra,Mumbai( Sub Urban ),2025-06,23
Maharashtra,Mumbai( Sub Urban ),2025-07,16
Maharashtra,Mumbai( Sub Urban ),2025-08,29
Maharashtra,Mumbai( Sub Urban ),2025-09,22
Maharashtra,Mumbai( Sub Urban ),2025-10,54
Maharashtra,Mumbai( Sub Urban ),2025-11,34
Maharashtra,Mumbai( Sub Urban ),2025-12,48
Maharashtra,Mumbai( Sub Urban ),NaT,495
Maharashtra,Nagpur,2025-01,17897
Maharashtra,Nagpur,2025-02,417
Maharashtra,Nagpur,2025-03,1197
Maharashtra,Nagpur,2025-04,1169
Maharashtra,Nagpur,2025-05,539
Maharashtra,Nagpur,2025-06,649
Maharashtra,Nagpur,2025-07,670
Maharashtra,Nagpur,2025-08,996
Maharashtra,Nagpur,2025-09,595
Maharashtra,Nagpur,2025-10,836
Maharashtra,Nagpur,2025-11,1718
Maharashtra,Nagpur,2025-12,1151
Maharashtra,Nagpur,NaT,12692
Maharashtra,Nanded,2025-01,10209
Maharashtra,Nanded,2025-02,194
Maharashtra,Nanded,2025-03,1851
Maharashtra,Nanded,2025-04,1733
Maharashtra,Nanded,2025-05,806
Maharashtra,Nanded,2025-06,1131
Maharashtra,Nanded,2025-07,2257
Maharashtra,Nanded,2025-08,964
Maharashtra,Nanded,2025-09,281
Maharashtra,Nanded,2025-10,1402
Maharashtra,Nanded,2025-11,1365
Maharashtra,Nanded,2025-12,744
Maharashtra,Nanded,NaT,24662
Maharashtra,Nandurbar,2025-01,4930
Maharashtra,Nandurbar,2025-02,48
Maharashtra,Nandurbar,2025-03,531
Maharashtra,Nandurbar,2025-04,293
Maharashtra,Nandurbar,2025-05,150
Maharashtra,Nandurbar,2025-06,169
Maharashtra,Nandurbar,2025-07,201
Maharashtra,Nandurbar,2025-08,216
Maharashtra,Nandurbar,2025-09,71
Maharashtra,Nandurbar,2025-10,219
Maharashtra,Nandurbar,2025-11,194
Maharashtra,Nandurbar,2025-12,154
Maharashtra,Nandurbar,NaT,3176
Maharashtra,Nandurbar *,2025-01,1
Maharashtra,Nandurbar *,2025-03,1
Maharashtra,Nandurbar *,2025-04,6
Maharashtra,Nandurbar *,2025-05,2
Maharashtra,Nandurbar *,2025-06,1
Maharashtra,Nandurbar *,2025-07,7
Maharashtra,Nandurbar *,2025-08,5
Maharashtra,Nandurbar *,2025-09,1
Maharashtra,Nandurbar *,2025-10,10
Maharashtra,Nandurbar *,2025-11,6
Maharashtra,Nandurbar *,2025-12,2
Maharashtra,Nandurbar *,NaT,81
Maharashtra,Nashik,2025-01,23076
Maharashtra,Nashik,2025-02,549
Maharashtra,Nashik,2025-03,1696
Maharashtra,Nashik,2025-04,2686
Maharashtra,Nashik,2025-05,938
Maharashtra,Nashik,2025-06,1203
Maharashtra,Nashik,2025-07,1237
Maharashtra,Nashik,2025-08,1990
Maharashtra,Nashik,2025-09,721
Maharashtra,Nashik,2025-10,2019
Maharashtra,Nashik,2025-11,1963
Maharashtra,Nashik,2025-12,1508
Maharashtra,Nashik,NaT,24795
Maharashtra,Osmanabad,2025-01,8106
Maharashtra,Osmanabad,2025-02,171
Maharashtra,Osmanabad,2025-03,1175
Maharashtra,Osmanabad,2025-04,2347
Maharashtra,Osmanabad,2025-05,65
Maharashtra,Osmanabad,2025-06,1453
Maharashtra,Osmanabad,2025-07,1001
Maharashtra,Osmanabad,2025-08,417
Maharashtra,Osmanabad,2025-09,182
Maharashtra,Osmanabad,2025-10,1256
Maharashtra,Osmanabad,2025-11,768
Maharashtra,Osmanabad,2025-12,485
Maharashtra,Osmanabad,NaT,15039
Maharashtra,Palghar,2025-01,17154
Maharashtra,Palghar,2025-02,302
Maharashtra,Palghar,2025-03,1680
Maharashtra,Palghar,2025-04,640
Maharashtra,Palghar,2025-05,809
Maharashtra,Palghar,2025-06,580
Maharashtra,Palghar,2025-07,573
Maharashtra,Palghar,2025-08,691
Maharashtra,Palghar,2025-09,597
Maharashtra,Palghar,2025-10,633
Maharashtra,Palghar,2025-11,656
Maharashtra,Palghar,2025-12,844
Maharashtra,Palghar,NaT,10249
Maharashtra,Parbhani,2025-01,3026
Maharashtra,Parbhani,2025-02,118
Maharashtra,Parbhani,2025-03,965
Maharashtra,Parbhani,2025-04,1113
Maharashtra,Parbhani,2025-05,319
Maharashtra,Parbhani,2025-06,1211
Maharashtra,Parbhani,2025-07,352
Maharashtra,Parbhani,2025-08,405
Maharashtra,Parbhani,2025-09,290
Maharashtra,Parbhani,2025-10,783
Maharashtra,Parbhani,2025-11,1880
Maharashtra,Parbhani,2025-12,638
Maharashtra,Parbhani,NaT,17874
Maharashtra,Pune,2025-01,59971
Maharashtra,Pune,2025-02,876
Maharashtra,Pune,2025-03,3847
Maharashtra,Pune,2025-04,3425
Maharashtra,Pune,2025-05,2488
Maharashtra,Pune,2025-06,3102
Maharashtra,Pune,2025-07,1479
Maharashtra,Pune,2025-08,2834
Maharashtra,Pune,2025-09,1163
Maharashtra,Pune,2025-10,2376
Maharashtra,Pune,2025-11,3058
Maharashtra,Pune,2025-12,3113
Maharashtra,Pune,NaT,37599
Maharashtra,Raigad,2025-01,8739
Maharashtra,Raigad,2025-02,88
Maharashtra,Raigad,2025-03,120
Maharashtra,Raigad,2025-04,207
Maharashtra,Raigad,2025-05,81
Maharashtra,Raigad,2025-06,261
Maharashtra,Raigad,2025-07,66
Maharashtra,Raigad,2025-08,215
Maharashtra,Raigad,2025-09,65
Maharashtra,Raigad,2025-10,228
Maharashtra,Raigad,2025-11,489
Maharashtra,Raigad,2025-12,611
Maharashtra,Raigad,NaT,3183
Maharashtra,Raigarh,2025-01,2533
Maharashtra,Raigarh,2025-02,118
Maharashtra,Raigarh,2025-03,1036
Maharashtra,Raigarh,2025-04,1360
Maharashtra,Raigarh,2025-05,830
Maharashtra,Raigarh,2025-06,964
Maharashtra,Raigarh,2025-07,277
Maharashtra,Raigarh,2025-08,461
Maharashtra,Raigarh,2025-09,251
Maharashtra,Raigarh,2025-10,1021
Maharashtra,Raigarh,2025-11,964
Maharashtra,Raigarh,2025-12,388
Maharashtra,Raigarh,NaT,12094
Maharashtra,Raigarh(Mh),2025-02,1
Maharashtra,Raigarh(Mh),2025-03,6
Maharashtra,Raigarh(Mh),2025-04,6
Maharashtra,Raigarh(Mh),2025-05,1
Maharashtra,Raigarh(Mh),2025-06,3
Maharashtra,Raigarh(Mh),2025-07,11
Maharashtra,Raigarh(Mh),2025-09,6
Maharashtra,Raigarh(Mh),2025-10,8
Maharashtra,Raigarh(Mh),2025-11,3
Maharashtra,Raigarh(Mh),2025-12,9
Maharashtra,Raigarh(Mh),NaT,79
Maharashtra,Ratnagiri,2025-01,1465
Maharashtra,Ratnagiri,2025-02,41
Maharashtra,Ratnagiri,2025-03,376
Maharashtra,Ratnagiri,2025-04,370
Maharashtra,Ratnagiri,2025-05,354
Maharashtra,Ratnagiri,2025-06,482
Maharashtra,Ratnagiri,2025-07,183
Maharashtra,Ratnagiri,2025-08,259
Maharashtra,Ratnagiri,2025-09,164
Maharashtra,Ratnagiri,2025-10,504
Maharashtra,Ratnagiri,2025-11,511
Maharashtra,Ratnagiri,2025-12,500
Maharashtra,Ratnagiri,NaT,7215
Maharashtra,Sangli,2025-01,4545
Maharashtra,Sangli,2025-02,140
Maharashtra,Sangli,2025-03,653
Maharashtra,Sangli,2025-04,825
Maharashtra,Sangli,2025-05,233
Maharashtra,Sangli,2025-06,529
Maharashtra,Sangli,2025-07,5
Maharashtra,Sangli,2025-08,723
Maharashtra,Sangli,2025-09,287
Maharashtra,Sangli,2025-10,826
Maharashtra,Sangli,2025-11,919
Maharashtra,Sangli,2025-12,558
Maharashtra,Sangli,NaT,11271
Maharashtra,Satara,2025-01,5229
Maharashtra,Satara,2025-02,279
Maharashtra,Satara,2025-03,1048
Maharashtra,Satara,2025-04,916
Maharashtra,Satara,2025-05,385
Maharashtra,Satara,2025-06,740
Maharashtra,Satara,2025-07,19
Maharashtra,Satara,2025-08,803
Maharashtra,Satara,2025-09,227
Maharashtra,Satara,2025-10,1034
Maharashtra,Satara,2025-11,992
Maharashtra,Satara,2025-12,852
Maharashtra,Satara,NaT,11000
Maharashtra,Sindhudurg,2025-01,1698
Maharashtra,Sindhudurg,2025-02,45
Maharashtra,Sindhudurg,2025-03,181
Maharashtra,Sindhudurg,2025-04,160
Maharashtra,Sindhudurg,2025-05,106
Maharashtra,Sindhudurg,2025-06,276
Maharashtra,Sindhudurg,2025-07,3
Maharashtra,Sindhudurg,2025-08,135
Maharashtra,Sindhudurg,2025-09,134
Maharashtra,Sindhudurg,2025-10,318
Maharashtra,Sindhudurg,2025-11,259
Maharashtra,Sindhudurg,2025-12,222
Maharashtra,Sindhudurg,NaT,3893
Maharashtra,Solapur,2025-01,15817
Maharashtra,Solapur,2025-02,396
Maharashtra,Solapur,2025-03,2129
Maharashtra,Solapur,2025-04,2033
Maharashtra,Solapur,2025-05,1156
Maharashtra,Solapur,2025-06,2174
Maharashtra,Solapur,2025-07,25
Maharashtra,Solapur,2025-08,1036
Maharashtra,Solapur,2025-09,417
Maharashtra,Solapur,2025-10,1717
Maharashtra,Solapur,2025-11,2852
Maharashtra,Solapur,2025-12,1251
Maharashtra,Solapur,NaT,36519
Maharashtra,Thane,2025-01,69576
Maharashtra,Thane,2025-02,1077
Maharashtra,Thane,2025-03,2462
Maharashtra,Thane,2025-04,2883
Maharashtra,Thane,2025-05,3200
Maharashtra,Thane,2025-06,2051
Maharashtra,Thane,2025-07,163
Maharashtra,Thane,2025-08,2388
Maharashtra,Thane,2025-09,1458
Maharashtra,Thane,2025-10,3006
Maharashtra,Thane,2025-11,4784
Maharashtra,Thane,2025-12,2002
Maharashtra,Thane,NaT,34708
Maharashtra,Wardha,2025-01,2044
Maharashtra,Wardha,2025-02,122
Maharashtra,Wardha,2025-03,258
Maharashtra,Wardha,2025-04,275
Maharashtra,Wardha,2025-05,101
Maharashtra,Wardha,2025-06,354
Maharashtra,Wardha,2025-07,3
Maharashtra,Wardha,2025-08,322
Maharashtra,Wardha,2025-09,80
Maharashtra,Wardha,2025-10,77
Maharashtra,Wardha,2025-11,322
Maharashtra,Wardha,2025-12,110
Maharashtra,Wardha,NaT,2649
Maharashtra,Washim,2025-01,3045
Maharashtra,Washim,2025-02,134
Maharashtra,Washim,2025-03,693
Maharashtra,Washim,2025-04,598
Maharashtra,Washim,2025-05,84
Maharashtra,Washim,2025-06,329
Maharashtra,Washim,2025-07,10
Maharashtra,Washim,2025-08,139
Maharashtra,Washim,2025-09,126
Maharashtra,Washim,2025-10,303
Maharashtra,Washim,2025-11,242
Maharashtra,Washim,2025-12,186
Maharashtra,Washim,NaT,6090
Maharashtra,Washim *,2025-01,2
Maharashtra,Washim *,2025-02,1
Maharashtra,Washim *,2025-03,13
Maharashtra,Washim *,2025-04,16
Maharashtra,Washim *,2025-06,4
Maharashtra,Washim *,2025-07,1
Maharashtra,Washim *,2025-08,14
Maharashtra,Washim *,2025-09,1
Maharashtra,Washim *,2025-10,9
Maharashtra,Washim *,2025-11,3
Maharashtra,Washim *,2025-12,6
Maharashtra,Washim *,NaT,200
Maharashtra,Yavatmal,2025-01,9904
Maharashtra,Yavatmal,2025-02,228
Maharashtra,Yavatmal,2025-03,2088
Maharashtra,Yavatmal,2025-04,2256
Maharashtra,Yavatmal,2025-05,117
Maharashtra,Yavatmal,2025-06,2308
Maharashtra,Yavatmal,2025-07,13
Maharashtra,Yavatmal,2025-08,772
Maharashtra,Yavatmal,2025-09,276
Maharashtra,Yavatmal,2025-10,1487
Maharashtra,Yavatmal,2025-11,3294
Maharashtra,Yavatmal,2025-12,1011
Maharashtra,Yavatmal,NaT,25560
Manipur,Bishnupur,2025-01,3803
Manipur,Bishnupur,2025-02,343
Manipur,Bishnupur,2025-03,362
Manipur,Bishnupur,2025-06,155
Manipur,Bishnupur,2025-07,17
Manipur,Bishnupur,2025-08,218
Manipur,Bishnupur,2025-09,160
Manipur,Bishnupur,2025-10,1022
Manipur,Bishnupur,2025-11,332
Manipur,Bishnupur,2025-12,94
Manipur,Bishnupur,NaT,6445
Manipur,Chandel,2025-01,125
Manipur,Chandel,2025-02,64
Manipur,Chandel,2025-03,94
Manipur,Chandel,2025-04,56
Manipur,Chandel,2025-05,6
Manipur,Chandel,2025-06,65
Manipur,Chandel,2025-07,1
Manipur,Chandel,2025-08,13
Manipur,Chandel,2025-09,33
Manipur,Chandel,2025-10,192
Manipur,Chandel,2025-11,31
Manipur,Chandel,2025-12,39
Manipur,Chandel,NaT,837
Manipur,Churachandpur,2025-01,2089
Manipur,Churachandpur,2025-02,30
Manipur,Churachandpur,2025-03,372
Manipur,Churachandpur,2025-04,99
Manipur,Churachandpur,2025-05,59
Manipur,Churachandpur,2025-06,91
Manipur,Churachandpur,2025-07,2
Manipur,Churachandpur,2025-08,148
Manipur,Churachandpur,2025-09,31
Manipur,Churachandpur,2025-10,29
Manipur,Churachandpur,2025-11,98
Manipur,Churachandpur,2025-12,152
Manipur,Churachandpur,NaT,2269
Manipur,Imphal East,2025-01,1805
Manipur,Imphal East,2025-02,450
Manipur,Imphal East,2025-03,512
Manipur,Imphal East,2025-04,494
Manipur,Imphal East,2025-05,165
Manipur,Imphal East,2025-06,490
Manipur,Imphal East,2025-07,4
Manipur,Imphal East,2025-08,80
